"","X","taxon","sample.id","count","depth","thickness","age.older","age","age.younger","chronology.name","age.type","chronology.id","dataset.id","unit.name","site.id","site.name","long","lat","elev","description","long.acc","lat.acc","dataset.name","collection.type","collection.handle","dataset.type","ContactID","ContactName","submission.date","submission.type","genus","species","family","phylum","ne_10m_adm","ScaleRank","LabelRank","FeatureCla","OID_","SOVEREIGNT","SOV_A3","ADM0_DIF","LEVEL","TYPE","ADMIN","ADM0_A3","GEOU_DIF","GEOUNIT","GU_A3","SU_DIF","SUBUNIT","SU_A3","NAME","ABBREV","POSTAL","NAME_FORMA","TERR_","NAME_SORT","MAP_COLOR","POP_EST","GDP_MD_EST","FIPS_10_","ISO_A2","ISO_A3","ISO_N3","ISO3","LON","LAT","ISO3.1","ADMIN.1","REGION","continent","GEO3major","GEO3","IMAGE24","GLOCAF","Stern","SRESmajor","SRES","GBD","AVOIDnumeric","AVOIDname","LDC","SID","LLDC"
"182717",182717,"Pinus",264690,16,8.2,NA,3295,1489,303,"Neotoma 1","Calibrated radiocarbon years BP",15537,25683,NA,16455,"Levee L67A",-80.59845,25.93942,3,"The core came from a flooded sawgrass prairie site near the L67A leveee, between the L67A and L67C canals at the southern end of Water Conservation Area 3A. Vegetation at the site included Eleocharis, Cladium, water lily, cattail, algal floc, and a nearby willow island",0.186759999999992,0.306259999999998,NA,"Core","L67A","pollen",10214,"Kaplan, Samantha W.","2018-03-29","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"183113",183113,"Pinus",20692,54,45,NA,4126,3637,3048,"Wang et al. 2019","Calibrated radiocarbon years BP",33160,993,NA,962,"Water Conservation Area 3B, Gumbo Limbo Far Tail",-80.505556,25.774722,5,"Marsh near tree island. Physiography: coastal plain. Surrounding vegetation: Cladium, Cephalanthus, Ludwigia.",0,0,NA,"Core","GUMLIMFT","pollen",710,"Willard, Debra A.","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"183124",183124,"Pinus",327351,264.5,-151,NA,NA,4674,NA,"Monrow 2001","Radiocarbon years BP",26826,41034,"HF98-2-9",23717,"Henrys Fork (upper exposure)",-110.36052,40.80042,3550,"Stream-cut exposure in a basin that was impounded by debris flow deposits. Surrounding vegetation: The primary tree species at timberline (approximately 3270 m asl) are Picea engelmannii and Abies lasiocarpa, although Pinus contorta is locally present and increases in abundance at lower elevations. Isolated patches of spruce/fir krummholz are also present.",0,0,NA,"Section","HF98-2","pollen",13933,"Munroe, Jeffrey S.","2019-01-09","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"183344",183344,"Pinus",358344,1,1425,1,NA,13462.8,NA,"cal. BP","Calendar years BP",25918,41770,NA,24044,"Lago di Muzzano",8.92794,45.99663,337,"No permanent inlet (two temporary streams) and one minor outlet to Lago di Lugano. Castanea sativa stands with other broadleaved trees such as Quercus petraea, Q. pubescens, Alnus glutinosa, Fraxinus excelsior, Betula pendula, Fagus sylvatica and Tilia cordata",0,0,"Muzzano pollen","Core","MUZZANO","pollen",15254,"Wehrli, Michael","2019-04-16","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CHE",1,2,"Adm-0 country",240,"Switzerland","CHE",0,2,"Sovereign country","Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","CHE","Switzerland","Switz.","CH","Swiss Confederation",NA,"Switzerland",3,7604467,316700,0,"CH","CHE",756,"CHE",8.21538259993145,46.7990229334944,"CHE","Switzerland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"183467",183467,"Pinus",269584,1,94,1,NA,3400,NA,"EPD default","Radiocarbon years BP",16277,26520,NA,16675,"Lac  Superieur de Fully",7.093611,46.176667,2135,"Lake. Physiography: Bottom of a former glacier cirque. Vegetation formation: Near the modern regional timberland.",0,0,"EPD E# 1284","Core","FULLY","pollen",8772,"Finsinger, Walter","2018-04-27","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CHE",1,2,"Adm-0 country",240,"Switzerland","CHE",0,2,"Sovereign country","Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","CHE","Switzerland","Switz.","CH","Swiss Confederation",NA,"Switzerland",3,7604467,316700,0,"CH","CHE",756,"CHE",8.21538259993145,46.7990229334944,"CHE","Switzerland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"183719",183719,"Pinus",213561,7,1,NA,NA,NA,NA,"No chronology",NA,NA,22091,"FS 704",14150,"Tumacacori",-111.048,31.5665,998,"Tumacacori, situated on the west bank of the Santa Cruz River, was the location of a Spanish mission that was occupied from 1691-1848. Surrounding vegetation: Semi-desert grassland.",0.00399999999999068,0.00700000000000145,NA,"Excavation","TUMAFAB","pollen",9330,"Arendt, Nicole M.","2017-06-23","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"183918",183918,"Pinus",20776,47,35,NA,NA,1352,NA,"NAPD 1 (radiocarbon years)","Radiocarbon years BP",478,996,NA,965,"Water Conservation Area 3B, Gumbo Limbo Wet Head",-80.506389,25.773611,5,"Tree island near marsh. Physiography: coastal plain. Surrounding vegetation: Acrostichum,Blechum,Ludwigia,Peltandra.",0,0,NA,"Core","GUMLIMWH","pollen",710,"Willard, Debra A.","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"183973",183973,"Pinus",221321,2,261.5,NA,NA,NA,NA,"No chronology",NA,NA,22698,NA,14492,"Wag",-3.65,58.2,190,"River valley. Physiography: Steep cliff in river valley. Surrounding vegetation: Grass pasture.",0,0,NA,"Core","WAG-LG","pollen",1311,"Whittington, Graeme","2017-11-05","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","GBR",1,7,"Adm-0 country",28,"United Kingdom","GB1",0,2,"Country","United Kingdom","GBR",0,"United Kingdom","GBR",0,"United Kingdom","GBR","United Kingdom","U.K.","GB","United Kingdom of Great Britain and Northern Ireland",NA,"United Kingdom",3,61113205,2226000,0,"GB","GBR",826,"GBR",-2.51805776256644,53.9473410569663,"GBR","United Kingdom","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",13,"UK","other","other","other"
"184245",184245,"Pinus",270435,183,171,NA,8723,8185,7551,"Neotoma 1","Calibrated radiocarbon years BP",16367,26630,NA,16741,"Lake Tahoe",-120.04143,39.156415,1897,"Lake Tahoe is the second largest high elevation lake in the world. The lake sits in a graben basin. Volcanics and glaciation have also played a part in lake formation. Surrounding vegetation: The upper montane life zone extends from lake level to 2450 m, consisting of Abies concolor, Pinus ponderosa, Pinus jeffreyi, Pinus contorta, Pinus lambertiana, and Calocedrus decurrens. Abies magnifica and Pinus monticola replace Abies concolor and Pinus lambertiana between 2150 and 2600 m. There is an understory of shrubs. Chaparral (Arctostaphylos, Ceanothus velutinus, Quercus vaccinifolia) exists on dry rocky sites apart from the trees. The subalpine zone extends from 2450 m to tree line. Pinus monticola, Tsuga mertensianna, and Pinus albicaulis are common. ",0.0576799999999906,0.0622899999999973,NA,"Core","LT-99-5","pollen",10361,"Morrison, Mark S.","2018-05-16","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"184595",184595,"Pinus",1452,182,445,1,10884,9814,8757,"Goring Bulk Bacon","Calibrated radiocarbon years BP",24997,204,NA,204,"Andree Bog",-93.25,45.725,300,"Shallow irregular peat deposit. Physiography: gently rolling ground moraine. Surrounding vegetation: sedge meadow and shrub-carr.",0,0,NA,"Core","ANDREE","pollen",27,"Cushing, Edward J.","2007-06-30","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"184602",184602,"Pinus",352298,3,312,NA,NA,11430,NA,"EPD default","Radiocarbon years BP",25709,4279,NA,3296,"Morrone Birkwoods",-3.4325,56.9975,425,"Birch woodlands interspersed with heaths. Physiography: gently sloping till covered heathland. Surrounding vegetation: birch woodland surrounds the heathland.",0,0,"EPD E# 456","Core","MORRONE","pollen",602,"Huntley, Brian","2019-04-06","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","GBR",1,7,"Adm-0 country",28,"United Kingdom","GB1",0,2,"Country","United Kingdom","GBR",0,"United Kingdom","GBR",0,"United Kingdom","GBR","United Kingdom","U.K.","GB","United Kingdom of Great Britain and Northern Ireland",NA,"United Kingdom",3,61113205,2226000,0,"GB","GBR",826,"GBR",-2.51805776256644,53.9473410569663,"GBR","United Kingdom","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",13,"UK","other","other","other"
"184690",184690,"Pinus",253893,289,310,NA,NA,NA,NA,"No chronology",NA,NA,24911,NA,16125,"Tourbière de Mouthe",6.19166666666667,46.7097222222222,936,"Bog (source of the Doubs river). Physiography: valley. Surrounding vegetation: cultivated fields and forest.",0,0,"MOUTH2PB","Core","MOUTH2PB","pollen",9767,"Richard, Hervé","2018-02-22","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","FRA",1,2,"Adm-0 country",17,"France","FR1",0,2,"Country","France","FRA",0,"France","FRA",0,"France","FRA","France","Fr.","F","French Republic",NA,"France",11,64057792,2128000,0,"FR","FRA",250,"FRA",2.44987065601257,46.6221692058783,"FRA","France","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",14,"France","other","other","other"
"184848",184848,"Pinus",142058,1,425,1,11545,11003,10188,"Neotoma 1","Calibrated radiocarbon years BP",8165,15333,NA,10176,"Two Horsemen Pond",-135.769085,60.850205,673,"A shallow thermokarst basin in the Takhini Valley. Surrounding vegetation: Dominated by Populus tremuloides, Pinus contorta, and Picea glauca with frequent grassy openings. Herbs include Artemisia frigida, Chenopodium rubrum, Suaeda calceoliformis, and Calamagrostis purpurascens.",0.00147000000001185,0.000729999999997233,NA,"Core","TWOHORSE","pollen",4587,"Keenan, Timothy J.","2015-03-12","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"184940",184940,"Pinus",374402,2,7,NA,NA,NA,NA,"No chronology",NA,NA,43592,"H539WC7",24834,"Hovenweep (Little Ruin)",-109.063725,37.383685,1636,"Hovenweep National Monument is located on Cajon Mesa. Surrounding vegetation: Sage grassland. Artemisia tridentata is dominant, with various bunchgrasses, Shadscale, and Blackbrush. Dense to open stands of low to medium sized shrubs.",0.0298700000000025,0.048010000000005,NA,"Excavation","LTRUIN","pollen",15565,"Weir, Glendon Hoge","2019-06-18","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"185128",185128,"Pinus",371599,1,4,NA,NA,NA,NA,"No chronology",NA,NA,43145,"H12FS2",24386,"Square Tower Ruin Group",-109.080895,37.38581,1590,"Hovenweep National Monument is located on Cajon Mesa. Surrounding vegetation: Sage grassland. Artemisia tridentata is dominant, with various bunchgrasses, Shadscale, and Blackbrush. Dense to open stands of low to medium sized shrubs.",0.00103000000000009,0.000619999999997844,NA,"Excavation","SQTWR1","pollen",15565,"Weir, Glendon Hoge","2019-06-08","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"185292",185292,"Pinus",438127,2,220,1,NA,6589.5,NA,"Tinner and Theurillat (2003)","Calendar years BP",33162,47604,NA,27025,"Gouillé Loéré",7.35751,46.15006,2503,"Neither perennial inlet nor outlet. Alpine meadows dominated by Nardus stricta and Carex curvula",0,0,"Gouillé Loeré pollen","Core","LOERE","pollen",15434,"Theurillat, Jean-Paul","2020-05-19","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","CHE",1,2,"Adm-0 country",240,"Switzerland","CHE",0,2,"Sovereign country","Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","CHE","Switzerland","Switz.","CH","Swiss Confederation",NA,"Switzerland",3,7604467,316700,0,"CH","CHE",756,"CHE",8.21538259993145,46.7990229334944,"CHE","Switzerland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"185471",185471,"Pinus",147144,829,838.5,NA,NA,NA,NA,"No chronology",NA,NA,15707,NA,10337,"Hidden Cave",-118.604,39.4105,1251,NA,0.0840000000000032,0.0638000000000005,NA,"Excavation","HIDDENNV","pollen",151,"Mehringer, Peter J., Jr.","2015-04-17","Last submission to Neotoma","Pinus",NA,"Pinaceae","G","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
